protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,study_eq_labels,url,study_duration_months,study_duration_years
NCT01652469,1217.0,1217.0,2,https://clinicaltrials.gov/study/NCT01652469,40.56666666666667,3.380555555555556
NCT01810770,1644.0,1644.0,3,https://clinicaltrials.gov/study/NCT01810770,54.8,4.566666666666666
NCT02322320,1559.0,1559.0,2,https://clinicaltrials.gov/study/NCT02322320,51.96666666666667,4.330555555555556
NCT01635764,1583.0,1583.0,2,https://clinicaltrials.gov/study/NCT01635764,52.766666666666666,4.397222222222222
NCT03242902,796.0,1056.0,1,https://clinicaltrials.gov/study/NCT03242902,35.2,2.9333333333333336
NCT02367781,1064.0,2104.0,3,https://clinicaltrials.gov/study/NCT02367781,70.13333333333334,5.844444444444445
NCT01668784,939.0,3205.0,4,https://clinicaltrials.gov/study/NCT01668784,106.83333333333333,8.902777777777777
NCT01740427,1099.0,3912.0,4,https://clinicaltrials.gov/study/NCT01740427,130.4,10.866666666666667
NCT01591135,2313.0,2313.0,4,https://clinicaltrials.gov/study/NCT01591135,77.1,6.425
NCT02604342,450.0,1014.0,1,https://clinicaltrials.gov/study/NCT02604342,33.8,2.8166666666666664
NCT02661971,2009.0,2210.0,3,https://clinicaltrials.gov/study/NCT02661971,73.66666666666667,6.138888888888889
NCT03412773,1656.0,2177.0,3,https://clinicaltrials.gov/study/NCT03412773,72.56666666666666,6.047222222222222
NCT02399306,1126.0,1126.0,1,https://clinicaltrials.gov/study/NCT02399306,37.53333333333333,3.1277777777777778
NCT02655237,438.0,569.0,0,https://clinicaltrials.gov/study/NCT02655237,18.966666666666665,1.5805555555555555
NCT01006395,3012.0,3012.0,4,https://clinicaltrials.gov/study/NCT01006395,100.4,8.366666666666667
NCT04616768,393.0,393.0,0,https://clinicaltrials.gov/study/NCT04616768,13.1,1.0916666666666666
NCT02031744,714.0,714.0,1,https://clinicaltrials.gov/study/NCT02031744,23.8,1.9833333333333334
NCT01578707,518.0,2337.0,4,https://clinicaltrials.gov/study/NCT01578707,77.9,6.491666666666667
NCT02066636,2737.0,2737.0,4,https://clinicaltrials.gov/study/NCT02066636,91.23333333333333,7.602777777777778
NCT02562755,1735.0,1735.0,3,https://clinicaltrials.gov/study/NCT02562755,57.833333333333336,4.819444444444445
NCT01245764,756.0,756.0,1,https://clinicaltrials.gov/study/NCT01245764,25.2,2.1
NCT02394795,2422.0,2422.0,4,https://clinicaltrials.gov/study/NCT02394795,80.73333333333333,6.727777777777778
NCT01926886,654.0,1338.0,2,https://clinicaltrials.gov/study/NCT01926886,44.6,3.716666666666667
NCT02620280,2831.0,2837.0,4,https://clinicaltrials.gov/study/NCT02620280,94.56666666666666,7.8805555555555555
NCT02549339,266.0,636.0,0,https://clinicaltrials.gov/study/NCT02549339,21.2,1.7666666666666666
NCT02314806,699.0,699.0,1,https://clinicaltrials.gov/study/NCT02314806,23.3,1.9416666666666667
NCT02341417,644.0,644.0,0,https://clinicaltrials.gov/study/NCT02341417,21.466666666666665,1.7888888888888888
NCT02420821,1731.0,2399.0,4,https://clinicaltrials.gov/study/NCT02420821,79.96666666666667,6.663888888888889
NCT01279135,3285.0,3317.0,4,https://clinicaltrials.gov/study/NCT01279135,110.56666666666666,9.213888888888889
NCT01696084,1113.0,1113.0,1,https://clinicaltrials.gov/study/NCT01696084,37.1,3.091666666666667
NCT04196075,1095.0,1217.0,2,https://clinicaltrials.gov/study/NCT04196075,40.56666666666667,3.380555555555556
NCT01640405,2314.0,2314.0,4,https://clinicaltrials.gov/study/NCT01640405,77.13333333333334,6.427777777777778
NCT01372007,1249.0,1249.0,2,https://clinicaltrials.gov/study/NCT01372007,41.63333333333333,3.4694444444444446
NCT01322490,2128.0,2209.0,3,https://clinicaltrials.gov/study/NCT01322490,73.63333333333334,6.136111111111112
NCT01962987,184.0,184.0,0,https://clinicaltrials.gov/study/NCT01962987,6.133333333333334,0.5111111111111112
NCT01540136,820.0,1612.0,3,https://clinicaltrials.gov/study/NCT01540136,53.733333333333334,4.477777777777778
NCT02168426,487.0,549.0,0,https://clinicaltrials.gov/study/NCT02168426,18.3,1.5250000000000001
NCT03719534,2039.0,2129.0,3,https://clinicaltrials.gov/study/NCT03719534,70.96666666666667,5.913888888888889
NCT02442362,731.0,882.0,1,https://clinicaltrials.gov/study/NCT02442362,29.4,2.4499999999999997
NCT01308567,1580.0,2553.0,4,https://clinicaltrials.gov/study/NCT01308567,85.1,7.091666666666666
NCT02980965,1372.0,1372.0,2,https://clinicaltrials.gov/study/NCT02980965,45.733333333333334,3.8111111111111113
NCT02548338,61.0,212.0,0,https://clinicaltrials.gov/study/NCT02548338,7.066666666666666,0.5888888888888889
NCT03164382,1340.0,1370.0,2,https://clinicaltrials.gov/study/NCT03164382,45.666666666666664,3.8055555555555554
NCT03042611,703.0,1289.0,2,https://clinicaltrials.gov/study/NCT03042611,42.96666666666667,3.5805555555555557
NCT02979899,787.0,929.0,1,https://clinicaltrials.gov/study/NCT02979899,30.966666666666665,2.5805555555555553
NCT01663727,825.0,1912.0,3,https://clinicaltrials.gov/study/NCT01663727,63.733333333333334,5.311111111111111
NCT01381575,365.0,1233.0,2,https://clinicaltrials.gov/study/NCT01381575,41.1,3.4250000000000003
NCT04303013,1395.0,1395.0,2,https://clinicaltrials.gov/study/NCT04303013,46.5,3.875
NCT02126449,1734.0,1734.0,3,https://clinicaltrials.gov/study/NCT02126449,57.8,4.816666666666666
NCT02009800,2952.0,2952.0,4,https://clinicaltrials.gov/study/NCT02009800,98.4,8.200000000000001
NCT01345019,1524.0,2507.0,4,https://clinicaltrials.gov/study/NCT01345019,83.56666666666666,6.963888888888889
NCT02161991,1096.0,1460.0,2,https://clinicaltrials.gov/study/NCT02161991,48.666666666666664,4.055555555555555
NCT02436668,1249.0,1455.0,2,https://clinicaltrials.gov/study/NCT02436668,48.5,4.041666666666667
NCT01387763,3074.0,3074.0,4,https://clinicaltrials.gov/study/NCT01387763,102.46666666666667,8.53888888888889
NCT02562508,251.0,251.0,0,https://clinicaltrials.gov/study/NCT02562508,8.366666666666667,0.6972222222222223
NCT01500083,457.0,457.0,0,https://clinicaltrials.gov/study/NCT01500083,15.233333333333333,1.2694444444444444
NCT02948309,2283.0,2283.0,4,https://clinicaltrials.gov/study/NCT02948309,76.1,6.341666666666666
NCT01814553,821.0,821.0,1,https://clinicaltrials.gov/study/NCT01814553,27.366666666666667,2.2805555555555554
NCT03060070,107.0,113.0,0,https://clinicaltrials.gov/study/NCT03060070,3.7666666666666666,0.3138888888888889
NCT01936467,730.0,730.0,1,https://clinicaltrials.gov/study/NCT01936467,24.333333333333332,2.0277777777777777
NCT03375515,437.0,468.0,0,https://clinicaltrials.gov/study/NCT03375515,15.6,1.3
NCT02881957,730.0,730.0,1,https://clinicaltrials.gov/study/NCT02881957,24.333333333333332,2.0277777777777777
NCT01989676,912.0,2315.0,4,https://clinicaltrials.gov/study/NCT01989676,77.16666666666667,6.430555555555556
NCT05681715,372.0,372.0,0,https://clinicaltrials.gov/study/NCT05681715,12.4,1.0333333333333334
NCT01237639,2041.0,2041.0,3,https://clinicaltrials.gov/study/NCT01237639,68.03333333333333,5.669444444444444
NCT02157974,3044.0,3044.0,4,https://clinicaltrials.gov/study/NCT02157974,101.46666666666667,8.455555555555556
NCT01721044,516.0,608.0,0,https://clinicaltrials.gov/study/NCT01721044,20.266666666666666,1.6888888888888889
NCT02500043,796.0,1394.0,2,https://clinicaltrials.gov/study/NCT02500043,46.46666666666667,3.8722222222222222
NCT02925494,600.0,919.0,1,https://clinicaltrials.gov/study/NCT02925494,30.633333333333333,2.5527777777777776
NCT02939079,519.0,549.0,0,https://clinicaltrials.gov/study/NCT02939079,18.3,1.5250000000000001
NCT02272777,928.0,928.0,1,https://clinicaltrials.gov/study/NCT02272777,30.933333333333334,2.577777777777778
NCT03943667,1069.0,1069.0,1,https://clinicaltrials.gov/study/NCT03943667,35.63333333333333,2.9694444444444446
NCT02454933,768.0,2898.0,4,https://clinicaltrials.gov/study/NCT02454933,96.6,8.049999999999999
NCT02896855,652.0,1592.0,2,https://clinicaltrials.gov/study/NCT02896855,53.06666666666667,4.4222222222222225
NCT03254173,570.0,570.0,0,https://clinicaltrials.gov/study/NCT03254173,19.0,1.5833333333333333
NCT03460561,568.0,568.0,0,https://clinicaltrials.gov/study/NCT03460561,18.933333333333334,1.5777777777777777
NCT01785316,3560.0,3560.0,4,https://clinicaltrials.gov/study/NCT01785316,118.66666666666667,9.88888888888889
NCT06403488,121.0,121.0,0,https://clinicaltrials.gov/study/NCT06403488,4.033333333333333,0.3361111111111111
NCT03565354,730.0,730.0,1,https://clinicaltrials.gov/study/NCT03565354,24.333333333333332,2.0277777777777777
NCT01987505,1247.0,1247.0,2,https://clinicaltrials.gov/study/NCT01987505,41.56666666666667,3.463888888888889
NCT04971473,663.0,663.0,0,https://clinicaltrials.gov/study/NCT04971473,22.1,1.8416666666666668
NCT02015871,1308.0,1308.0,2,https://clinicaltrials.gov/study/NCT02015871,43.6,3.6333333333333333
NCT01540058,2714.0,2714.0,4,https://clinicaltrials.gov/study/NCT01540058,90.46666666666667,7.538888888888889
NCT01584830,579.0,1370.0,2,https://clinicaltrials.gov/study/NCT01584830,45.666666666666664,3.8055555555555554
NCT01713946,1640.0,1640.0,3,https://clinicaltrials.gov/study/NCT01713946,54.666666666666664,4.555555555555555
NCT03751124,857.0,1129.0,1,https://clinicaltrials.gov/study/NCT03751124,37.63333333333333,3.136111111111111
NCT02104830,273.0,395.0,0,https://clinicaltrials.gov/study/NCT02104830,13.166666666666666,1.097222222222222
NCT02726828,123.0,183.0,0,https://clinicaltrials.gov/study/NCT02726828,6.1,0.5083333333333333
NCT03329846,945.0,945.0,1,https://clinicaltrials.gov/study/NCT03329846,31.5,2.625
NCT02928406,2203.0,2203.0,3,https://clinicaltrials.gov/study/NCT02928406,73.43333333333334,6.1194444444444445
NCT03349710,668.0,668.0,0,https://clinicaltrials.gov/study/NCT03349710,22.266666666666666,1.8555555555555554
NCT03239171,365.0,365.0,0,https://clinicaltrials.gov/study/NCT03239171,12.166666666666666,1.0138888888888888
NCT02043288,2160.0,2160.0,3,https://clinicaltrials.gov/study/NCT02043288,72.0,6.0
NCT01591122,1740.0,2501.0,4,https://clinicaltrials.gov/study/NCT01591122,83.36666666666666,6.947222222222222
NCT01966120,335.0,547.0,0,https://clinicaltrials.gov/study/NCT01966120,18.233333333333334,1.5194444444444446
NCT02574455,874.0,1127.0,1,https://clinicaltrials.gov/study/NCT02574455,37.56666666666667,3.130555555555556
NCT01259856,2129.0,2129.0,3,https://clinicaltrials.gov/study/NCT01259856,70.96666666666667,5.913888888888889
NCT02352103,456.0,1216.0,2,https://clinicaltrials.gov/study/NCT02352103,40.53333333333333,3.3777777777777778
NCT03856411,1262.0,1393.0,2,https://clinicaltrials.gov/study/NCT03856411,46.43333333333333,3.869444444444444
NCT05242874,591.0,591.0,0,https://clinicaltrials.gov/study/NCT05242874,19.7,1.6416666666666666
NCT04644822,1113.0,1113.0,1,https://clinicaltrials.gov/study/NCT04644822,37.1,3.091666666666667
NCT01475071,245.0,365.0,0,https://clinicaltrials.gov/study/NCT01475071,12.166666666666666,1.0138888888888888
NCT03130790,476.0,540.0,0,https://clinicaltrials.gov/study/NCT03130790,18.0,1.5
NCT01626222,518.0,518.0,0,https://clinicaltrials.gov/study/NCT01626222,17.266666666666666,1.4388888888888889
NCT01596283,1491.0,1491.0,2,https://clinicaltrials.gov/study/NCT01596283,49.7,4.141666666666667
NCT03329911,746.0,1315.0,2,https://clinicaltrials.gov/study/NCT03329911,43.833333333333336,3.652777777777778
NCT01830621,1093.0,1102.0,1,https://clinicaltrials.gov/study/NCT01830621,36.733333333333334,3.0611111111111113
NCT02254486,273.0,273.0,0,https://clinicaltrials.gov/study/NCT02254486,9.1,0.7583333333333333
NCT05591456,545.0,545.0,0,https://clinicaltrials.gov/study/NCT05591456,18.166666666666668,1.513888888888889
NCT02578680,663.0,2715.0,4,https://clinicaltrials.gov/study/NCT02578680,90.5,7.541666666666667
NCT02303119,2339.0,2339.0,4,https://clinicaltrials.gov/study/NCT02303119,77.96666666666667,6.497222222222223
NCT02691299,1017.0,1073.0,1,https://clinicaltrials.gov/study/NCT02691299,35.766666666666666,2.9805555555555556
NCT01305200,1553.0,1582.0,2,https://clinicaltrials.gov/study/NCT01305200,52.733333333333334,4.394444444444445
NCT02483767,519.0,519.0,0,https://clinicaltrials.gov/study/NCT02483767,17.3,1.4416666666666667
NCT01254188,1310.0,1310.0,2,https://clinicaltrials.gov/study/NCT01254188,43.666666666666664,3.638888888888889
NCT02197221,1460.0,1460.0,2,https://clinicaltrials.gov/study/NCT02197221,48.666666666666664,4.055555555555555
NCT05024253,913.0,913.0,1,https://clinicaltrials.gov/study/NCT05024253,30.433333333333334,2.536111111111111
NCT01596114,917.0,2771.0,4,https://clinicaltrials.gov/study/NCT01596114,92.36666666666666,7.697222222222222
NCT02616601,202.0,202.0,0,https://clinicaltrials.gov/study/NCT02616601,6.733333333333333,0.5611111111111111
NCT04456699,950.0,1174.0,2,https://clinicaltrials.gov/study/NCT04456699,39.13333333333333,3.261111111111111
NCT02900742,1400.0,1553.0,2,https://clinicaltrials.gov/study/NCT02900742,51.766666666666666,4.313888888888889
NCT03070899,1090.0,1453.0,2,https://clinicaltrials.gov/study/NCT03070899,48.43333333333333,4.0361111111111105
NCT04213677,925.0,956.0,1,https://clinicaltrials.gov/study/NCT04213677,31.866666666666667,2.6555555555555554
NCT03103087,756.0,1190.0,2,https://clinicaltrials.gov/study/NCT03103087,39.666666666666664,3.3055555555555554
NCT02321397,486.0,670.0,0,https://clinicaltrials.gov/study/NCT02321397,22.333333333333332,1.861111111111111
NCT02240199,426.0,426.0,0,https://clinicaltrials.gov/study/NCT02240199,14.2,1.1833333333333333
